4584,2020-01-01 10:59:04.0000000,2020-01,Clothing,Male,66,407,4,1628
14360,2020-01-01 11:19:14.0000000,2020-01,Clothing,Female,51,466,1,466
16282,2020-01-01 11:19:45.0000000,2020-01,Books,Female,35,82,4,328
8647,2020-01-01 11:39:33.0000000,2020-01,Clothing,Female,33,259,3,777
2363,2020-01-01 12:20:08.0000000,2020-01,Books,Female,28,59,5,295
9257,2020-01-01 13:57:44.0000000,2020-01,Home,Female,55,390,4,1560
12238,2020-01-01 14:05:18.0000000,2020-01,Electronics,Male,20,248,5,1240
9327,2020-01-01 14:33:57.0000000,2020-01,Books,Female,30,147,2,294
9591,2020-01-01 14:35:10.0000000,2020-01,Books,Female,54,92,3,276
6278,2020-01-01 14:45:00.0000000,2020-01,Clothing,Female,23,281,5,1405
15392,2020-01-01 15:02:17.0000000,2020-01,Books,Male,21,299,3,897
11999,2020-01-01 15:09:53.0000000,2020-01,Home,Male,36,187,4,748
3128,2020-01-01 15:18:03.0000000,2020-01,Books,Male,49,253,2,506
8365,2020-01-01 15:21:31.0000000,2020-01,Clothing,Female,21,283,4,1132
9451,2020-01-01 15:34:26.0000000,2020-01,Clothing,Female,47,366,1,366
8316,2020-01-01 16:07:20.0000000,2020-01,Home,Male,43,392,2,784
17131,2020-01-01 16:43:07.0000000,2020-01,Books,Female,18,94,5,470
9242,2020-01-01 17:00:29.0000000,2020-01,Home,Male,33,90,1,90
31,2020-01-01 17:04:49.0000000,2020-01,Books,Female,23,49,3,147
17209,2020-01-01 17:28:04.0000000,2020-01,Clothing,Male,25,300,1,300
8349,2020-01-01 17:54:24.0000000,2020-01,Electronics,Female,47,165,3,495
5821,2020-01-01 18:01:06.0000000,2020-01,Books,Female,27,311,1,311
7647,2020-01-01 18:12:35.0000000,2020-01,Home,Female,51,460,2,920
4556,2020-01-01 18:13:55.0000000,2020-01,Clothing,Female,25,269,2,538
9206,2020-01-01 18:21:55.0000000,2020-01,Home,Male,60,258,3,774
15777,2020-01-01 18:30:12.0000000,2020-01,Books,Male,28,150,3,450
19995,2020-01-01 18:39:03.0000000,2020-01,Clothing,Female,18,161,2,322
1107,2020-01-01 18:46:54.0000000,2020-01,Home,Female,19,187,5,935
12631,2020-01-01 18:59:15.0000000,2020-01,Books,Male,23,238,3,714
3094,2020-01-01 19:03:31.0000000,2020-01,Clothing,Male,69,236,4,944
5363,2020-01-01 20:03:35.0000000,2020-01,Clothing,Male,20,287,5,1435
223,2020-01-01 20:13:11.0000000,2020-01,Home,Female,23,27,2,54
16692,2020-01-01 20:21:08.0000000,2020-01,Home,Female,39,48,5,240
8249,2020-01-01 20:59:02.0000000,2020-01,Books,Female,36,160,1,160
13426,2020-01-01 21:07:58.0000000,2020-01,Electronics,Male,69,31,2,62
4027,2020-01-01 21:38:15.0000000,2020-01,Electronics,Male,67,368,5,1840
1954,2020-01-01 21:57:57.0000000,2020-01,Clothing,Male,48,302,5,1510
8071,2020-01-01 22:05:24.0000000,2020-01,Books,Male,50,215,3,645
17491,2020-01-01 22:23:54.0000000,2020-01,Electronics,Female,18,399,4,1596
8701,2020-01-01 22:27:42.0000000,2020-01,Home,Male,33,227,2,454
2788,2020-01-01 22:39:02.0000000,2020-01,Clothing,Male,33,350,2,700
9517,2020-01-01 22:46:25.0000000,2020-01,Books,Female,39,289,5,1445
6931,2020-01-01 22:50:34.0000000,2020-01,Books,Female,40,237,3,711
8603,2020-01-01 23:11:44.0000000,2020-01,Electronics,Male,41,285,4,1140
11969,2020-01-01 23:25:16.0000000,2020-01,Books,Female,63,51,5,255
4003,2020-01-01 23:25:39.0000000,2020-01,Electronics,Female,64,201,2,402
7895,2020-01-02 00:30:29.0000000,2020-01,Home,Female,40,373,3,1119
775,2020-01-02 01:10:12.0000000,2020-01,Clothing,Male,23,86,5,430
962,2020-01-02 01:30:26.0000000,2020-01,Books,Male,66,346,4,1384
3813,2020-01-02 02:16:25.0000000,2020-01,Home,Female,66,414,2,828
1552,2020-01-02 02:34:02.0000000,2020-01,Home,Female,37,245,2,490
17770,2020-01-02 02:38:25.0000000,2020-01,Clothing,Male,19,397,3,1191
4834,2020-01-02 03:06:14.0000000,2020-01,Books,Male,66,355,5,1775
6120,2020-01-02 03:14:00.0000000,2020-01,Home,Female,66,29,4,116
12204,2020-01-02 05:16:15.0000000,2020-01,Home,Female,59,446,5,2230
4246,2020-01-02 06:11:09.0000000,2020-01,Home,Male,46,380,5,1900
13587,2020-01-02 06:18:02.0000000,2020-01,Electronics,Male,66,167,5,835
6871,2020-01-02 06:50:05.0000000,2020-01,Home,Male,42,145,2,290
12441,2020-01-02 06:50:21.0000000,2020-01,Electronics,Female,20,397,1,397
18784,2020-01-02 06:53:29.0000000,2020-01,Books,Male,62,101,2,202
3420,2020-01-02 07:10:29.0000000,2020-01,Home,Female,68,126,4,504
19796,2020-01-02 07:23:22.0000000,2020-01,Electronics,Male,69,198,3,594
4695,2020-01-02 07:36:00.0000000,2020-01,Clothing,Male,55,218,1,218
12424,2020-01-02 07:48:59.0000000,2020-01,Home,Male,49,147,2,294
5125,2020-01-02 07:59:13.0000000,2020-01,Books,Female,53,469,2,938
15672,2020-01-02 08:52:59.0000000,2020-01,Books,Male,23,207,1,207
3818,2020-01-02 08:56:24.0000000,2020-01,Books,Female,27,261,2,522
7125,2020-01-02 09:15:59.0000000,2020-01,Home,Female,40,432,3,1296
128,2020-01-02 09:38:40.0000000,2020-01,Books,Male,35,419,5,2095
8495,2020-01-02 09:49:40.0000000,2020-01,Clothing,Male,55,389,4,1556
4687,2020-01-02 09:52:49.0000000,2020-01,Home,Male,24,406,4,1624
13536,2020-01-02 09:55:41.0000000,2020-01,Home,Female,19,483,1,483
2621,2020-01-02 09:56:47.0000000,2020-01,Clothing,Female,55,247,4,988
2529,2020-01-02 10:30:08.0000000,2020-01,Clothing,Male,63,182,4,728
13353,2020-01-02 11:29:53.0000000,2020-01,Clothing,Female,52,54,2,108
3289,2020-01-02 12:00:02.0000000,2020-01,Home,Female,43,465,3,1395
8245,2020-01-02 12:20:46.0000000,2020-01,Books,Male,57,47,1,47
2467,2020-01-02 12:39:17.0000000,2020-01,Electronics,Male,22,178,1,178
1581,2020-01-02 12:59:38.0000000,2020-01,Books,Male,41,102,2,204
6885,2020-01-02 13:48:21.0000000,2020-01,Home,Male,39,162,5,810
11757,2020-01-02 13:56:39.0000000,2020-01,Books,Female,42,109,4,436
13554,2020-01-02 14:18:14.0000000,2020-01,Clothing,Male,57,399,1,399
17928,2020-01-02 14:52:36.0000000,2020-01,Electronics,Female,67,296,3,888
4441,2020-01-02 14:54:29.0000000,2020-01,Clothing,Male,31,108,2,216
19866,2020-01-02 14:55:14.0000000,2020-01,Clothing,Male,66,285,1,285
686,2020-01-02 16:34:24.0000000,2020-01,Books,Female,34,93,2,186
3655,2020-01-02 17:13:08.0000000,2020-01,Clothing,Male,69,109,4,436
12197,2020-01-02 17:47:34.0000000,2020-01,Books,Female,23,455,5,2275
4987,2020-01-02 18:06:45.0000000,2020-01,Home,Male,34,255,5,1275
7513,2020-01-02 18:11:29.0000000,2020-01,Electronics,Female,49,278,4,1112
10243,2020-01-02 18:18:16.0000000,2020-01,Home,Male,61,131,1,131
10510,2020-01-02 18:25:52.0000000,2020-01,Home,Female,22,400,5,2000
2258,2020-01-02 18:27:25.0000000,2020-01,Electronics,Female,46,251,5,1255
17891,2020-01-02 18:36:35.0000000,2020-01,Books,Female,49,274,1,274
601,2020-01-02 18:59:38.0000000,2020-01,Electronics,Female,51,204,2,408
1930,2020-01-02 20:02:23.0000000,2020-01,Clothing,Female,20,43,3,129
1963,2020-01-02 20:42:42.0000000,2020-01,Electronics,Male,64,425,1,425
9359,2020-01-02 21:10:53.0000000,2020-01,Electronics,Male,23,443,3,1329
9287,2020-01-02 21:16:44.0000000,2020-01,Clothing,Male,22,68,4,272
10123,2020-01-02 21:22:14.0000000,2020-01,Books,Female,45,416,3,1248
217,2020-01-02 21:58:50.0000000,2020-01,Home,Female,28,106,4,424
1166,2020-01-02 22:03:14.0000000,2020-01,Home,Female,26,11,4,44
19710,2020-01-02 22:47:36.0000000,2020-01,Books,Female,31,246,5,1230
3222,2020-01-02 23:22:55.0000000,2020-01,Books,Male,52,433,5,2165
742,2020-01-02 23:24:26.0000000,2020-01,Clothing,Female,27,377,5,1885
18893,2020-01-02 23:32:50.0000000,2020-01,Books,Male,32,109,3,327
473,2020-01-02 23:54:11.0000000,2020-01,Books,Male,49,270,2,540
13367,2020-01-02 23:55:37.0000000,2020-01,Books,Female,69,408,4,1632
1696,2020-01-03 00:08:29.0000000,2020-01,Electronics,Male,37,156,2,312
13879,2020-01-03 00:17:50.0000000,2020-01,Clothing,Female,26,125,3,375
4833,2020-01-03 00:18:19.0000000,2020-01,Electronics,Male,46,434,5,2170
17710,2020-01-03 01:24:13.0000000,2020-01,Books,Female,22,389,4,1556
10940,2020-01-03 01:28:11.0000000,2020-01,Electronics,Female,64,350,5,1750
17479,2020-01-03 01:47:10.0000000,2020-01,Electronics,Male,61,149,3,447
12709,2020-01-03 02:00:33.0000000,2020-01,Home,Female,69,358,3,1074
16763,2020-01-03 02:02:59.0000000,2020-01,Clothing,Male,30,131,3,393
11668,2020-01-03 02:10:16.0000000,2020-01,Electronics,Male,60,171,4,684
17930,2020-01-03 02:37:22.0000000,2020-01,Books,Male,23,246,5,1230
9721,2020-01-03 02:41:56.0000000,2020-01,Home,Female,47,97,4,388
10822,2020-01-03 02:54:27.0000000,2020-01,Home,Male,49,34,4,136
15886,2020-01-03 02:58:09.0000000,2020-01,Home,Female,52,297,4,1188
6459,2020-01-03 03:08:37.0000000,2020-01,Electronics,Female,68,441,2,882
6424,2020-01-03 03:38:07.0000000,2020-01,Clothing,Male,65,83,5,415
1837,2020-01-03 03:40:53.0000000,2020-01,Books,Male,38,281,1,281
14535,2020-01-03 04:24:37.0000000,2020-01,Books,Female,33,198,4,792
1698,2020-01-03 04:36:28.0000000,2020-01,Books,Male,42,276,1,276
1581,2020-01-03 05:20:08.0000000,2020-01,Electronics,Male,41,240,4,960
15941,2020-01-03 05:42:16.0000000,2020-01,Books,Female,30,343,2,686
19946,2020-01-03 05:42:36.0000000,2020-01,Electronics,Female,56,118,1,118
8877,2020-01-03 06:13:56.0000000,2020-01,Home,Male,56,327,2,654
12879,2020-01-03 06:16:59.0000000,2020-01,Books,Female,49,389,2,778
5908,2020-01-03 06:49:38.0000000,2020-01,Home,Female,62,248,5,1240
3971,2020-01-03 07:07:52.0000000,2020-01,Books,Male,28,79,3,237
8917,2020-01-03 07:12:51.0000000,2020-01,Books,Female,40,233,1,233
16780,2020-01-03 07:16:57.0000000,2020-01,Clothing,Male,55,61,2,122
9403,2020-01-03 07:36:27.0000000,2020-01,Clothing,Female,22,36,3,108
13839,2020-01-03 08:03:36.0000000,2020-01,Books,Male,24,211,4,844
3228,2020-01-03 08:06:55.0000000,2020-01,Books,Female,32,64,3,192
18731,2020-01-03 08:08:25.0000000,2020-01,Clothing,Male,27,397,2,794
17448,2020-01-03 08:09:25.0000000,2020-01,Clothing,Female,32,183,2,366
14575,2020-01-03 08:16:51.0000000,2020-01,Clothing,Male,60,250,2,500
16779,2020-01-03 08:30:04.0000000,2020-01,Home,Female,59,124,5,620
10376,2020-01-03 09:46:47.0000000,2020-01,Electronics,Male,65,295,1,295
17514,2020-01-03 10:43:39.0000000,2020-01,Clothing,Male,70,435,3,1305
14753,2020-01-03 11:10:31.0000000,2020-01,Clothing,Female,44,227,4,908
13826,2020-01-03 11:16:24.0000000,2020-01,Books,Female,57,461,5,2305
6520,2020-01-03 11:59:20.0000000,2020-01,Electronics,Female,41,71,5,355
7649,2020-01-03 12:17:08.0000000,2020-01,Electronics,Female,25,368,1,368
1131,2020-01-03 12:22:14.0000000,2020-01,Books,Female,64,167,1,167
3286,2020-01-03 12:32:46.0000000,2020-01,Clothing,Male,40,492,3,1476
5937,2020-01-03 13:00:49.0000000,2020-01,Home,Male,22,498,1,498
289,2020-01-03 13:07:51.0000000,2020-01,Clothing,Female,31,423,4,1692
11751,2020-01-03 13:43:22.0000000,2020-01,Clothing,Male,63,60,3,180
3580,2020-01-03 14:03:34.0000000,2020-01,Books,Female,32,181,3,543
16498,2020-01-03 14:05:39.0000000,2020-01,Clothing,Female,63,210,5,1050
7419,2020-01-03 14:35:04.0000000,2020-01,Clothing,Male,64,174,3,522
15167,2020-01-03 14:38:41.0000000,2020-01,Books,Female,24,261,2,522
2608,2020-01-03 14:45:01.0000000,2020-01,Clothing,Female,53,471,1,471
15056,2020-01-03 14:55:31.0000000,2020-01,Books,Male,60,57,1,57
2242,2020-01-03 14:57:21.0000000,2020-01,Electronics,Female,70,427,3,1281
11282,2020-01-03 15:12:15.0000000,2020-01,Electronics,Male,41,368,3,1104
6543,2020-01-03 15:19:05.0000000,2020-01,Electronics,Female,49,463,3,1389
7588,2020-01-03 15:34:45.0000000,2020-01,Home,Male,43,461,5,2305
11975,2020-01-03 15:40:01.0000000,2020-01,Clothing,Male,35,266,5,1330
19714,2020-01-03 15:51:16.0000000,2020-01,Books,Female,46,447,5,2235
15222,2020-01-03 16:04:49.0000000,2020-01,Home,Male,45,159,5,795
2425,2020-01-03 16:14:46.0000000,2020-01,Electronics,Male,40,473,4,1892
8213,2020-01-03 17:19:27.0000000,2020-01,Clothing,Male,32,344,3,1032
8258,2020-01-03 17:21:13.0000000,2020-01,Books,Male,52,52,2,104
1135,2020-01-03 17:45:20.0000000,2020-01,Books,Male,20,361,3,1083
7438,2020-01-03 18:27:40.0000000,2020-01,Clothing,Female,53,390,3,1170
5350,2020-01-03 18:59:25.0000000,2020-01,Books,Male,30,51,3,153
14029,2020-01-03 19:01:50.0000000,2020-01,Clothing,Male,44,220,4,880
17950,2020-01-03 19:18:47.0000000,2020-01,Electronics,Female,55,410,4,1640
11139,2020-01-03 19:47:50.0000000,2020-01,Books,Male,50,84,4,336
7645,2020-01-03 20:09:16.0000000,2020-01,Home,Male,58,144,2,288
19103,2020-01-03 20:49:43.0000000,2020-01,Electronics,Female,22,42,3,126
19161,2020-01-03 20:50:47.0000000,2020-01,Clothing,Female,56,61,1,61
17811,2020-01-03 21:02:49.0000000,2020-01,Electronics,Male,23,214,5,1070
1594,2020-01-03 21:09:45.0000000,2020-01,Books,Female,31,394,3,1182
16321,2020-01-03 21:27:17.0000000,2020-01,Clothing,Female,55,466,1,466
18816,2020-01-03 21:44:50.0000000,2020-01,Clothing,Female,54,221,2,442
7073,2020-01-03 21:44:59.0000000,2020-01,Home,Female,57,275,5,1375
17628,2020-01-03 21:55:14.0000000,2020-01,Books,Female,67,213,2,426
5289,2020-01-03 22:06:34.0000000,2020-01,Books,Female,37,218,3,654
1047,2020-01-03 22:07:18.0000000,2020-01,Books,Female,27,354,5,1770
10837,2020-01-03 22:17:23.0000000,2020-01,Clothing,Male,60,198,1,198
15456,2020-01-03 22:25:07.0000000,2020-01,Electronics,Male,63,496,2,992
13891,2020-01-03 23:28:45.0000000,2020-01,Electronics,Male,20,146,4,584
886,2020-01-03 23:42:16.0000000,2020-01,Clothing,Male,60,316,2,632
16080,2020-01-03 23:44:33.0000000,2020-01,Home,Female,28,336,1,336
17701,2020-01-04 01:22:02.0000000,2020-01,Clothing,Male,25,49,2,98
14703,2020-01-04 01:22:15.0000000,2020-01,Clothing,Male,35,266,5,1330
1565,2020-01-04 01:31:05.0000000,2020-01,Electronics,Male,19,383,1,383
9415,2020-01-04 02:11:55.0000000,2020-01,Home,Male,70,117,1,117
11387,2020-01-04 02:17:12.0000000,2020-01,Books,Male,36,242,2,484
16495,2020-01-04 02:32:58.0000000,2020-01,Electronics,Male,67,154,1,154
5189,2020-01-04 02:50:17.0000000,2020-01,Books,Female,42,60,5,300
7094,2020-01-04 03:15:29.0000000,2020-01,Electronics,Female,58,303,3,909
5487,2020-01-04 03:29:01.0000000,2020-01,Clothing,Female,42,479,2,958
15847,2020-01-04 03:51:12.0000000,2020-01,Books,Female,62,496,3,1488
19556,2020-01-04 04:40:43.0000000,2020-01,Electronics,Female,34,11,5,55
18342,2020-01-04 04:43:37.0000000,2020-01,Home,Female,70,113,5,565
19879,2020-01-04 04:48:05.0000000,2020-01,Clothing,Male,27,403,1,403
7730,2020-01-04 04:57:13.0000000,2020-01,Books,Female,69,434,1,434
267,2020-01-04 04:58:46.0000000,2020-01,Books,Female,51,45,4,180
12820,2020-01-04 04:58:50.0000000,2020-01,Books,Female,27,326,4,1304
10382,2020-01-04 05:11:33.0000000,2020-01,Home,Male,31,363,2,726
143,2020-01-04 05:40:46.0000000,2020-01,Books,Male,42,103,4,412
13664,2020-01-04 06:01:53.0000000,2020-01,Home,Female,68,252,2,504
16198,2020-01-04 06:16:41.0000000,2020-01,Home,Male,59,368,2,736
7458,2020-01-04 06:26:58.0000000,2020-01,Clothing,Female,26,473,1,473
12989,2020-01-04 06:29:20.0000000,2020-01,Electronics,Female,37,396,4,1584
1486,2020-01-04 06:31:20.0000000,2020-01,Clothing,Female,24,76,4,304
18769,2020-01-04 06:37:58.0000000,2020-01,Clothing,Male,52,282,4,1128
5850,2020-01-04 07:02:26.0000000,2020-01,Clothing,Male,61,22,3,66
10882,2020-01-04 07:38:25.0000000,2020-01,Home,Female,56,469,4,1876
11468,2020-01-04 07:45:39.0000000,2020-01,Books,Male,58,78,2,156
16043,2020-01-04 07:58:12.0000000,2020-01,Books,Male,26,400,1,400
15385,2020-01-04 08:24:55.0000000,2020-01,Clothing,Male,39,253,1,253
16006,2020-01-04 08:25:25.0000000,2020-01,Books,Female,37,483,3,1449
1278,2020-01-04 08:50:46.0000000,2020-01,Clothing,Female,65,118,4,472
3104,2020-01-04 08:51:57.0000000,2020-01,Books,Female,55,417,4,1668
12618,2020-01-04 09:09:04.0000000,2020-01,Clothing,Male,66,119,5,595
119,2020-01-04 09:42:02.0000000,2020-01,Books,Male,55,142,4,568
15330,2020-01-04 09:47:54.0000000,2020-01,Clothing,Male,52,253,1,253
4262,2020-01-04 10:27:05.0000000,2020-01,Books,Male,32,112,4,448
605,2020-01-04 11:39:04.0000000,2020-01,Electronics,Male,29,299,4,1196
10186,2020-01-04 12:33:12.0000000,2020-01,Clothing,Male,50,214,1,214
16417,2020-01-04 12:43:39.0000000,2020-01,Electronics,Male,18,352,3,1056
7188,2020-01-04 12:50:03.0000000,2020-01,Books,Female,45,307,2,614
9143,2020-01-04 13:31:18.0000000,2020-01,Books,Female,58,151,1,151
16864,2020-01-04 13:44:08.0000000,2020-01,Electronics,Female,63,40,3,120
11573,2020-01-04 14:26:02.0000000,2020-01,Electronics,Male,51,150,1,150
19128,2020-01-04 14:34:22.0000000,2020-01,Clothing,Female,36,120,4,480
16977,2020-01-04 14:44:40.0000000,2020-01,Electronics,Female,38,279,5,1395
13336,2020-01-04 14:47:15.0000000,2020-01,Home,Female,22,477,2,954
9025,2020-01-04 15:25:54.0000000,2020-01,Clothing,Male,57,448,4,1792
10793,2020-01-04 16:06:44.0000000,2020-01,Books,Female,47,56,5,280
19413,2020-01-04 16:29:07.0000000,2020-01,Electronics,Female,31,28,4,112
13561,2020-01-04 17:54:07.0000000,2020-01,Books,Female,44,407,1,407
17817,2020-01-04 18:55:50.0000000,2020-01,Clothing,Male,35,107,3,321
11167,2020-01-04 19:10:34.0000000,2020-01,Clothing,Male,31,115,1,115
16159,2020-01-04 19:20:59.0000000,2020-01,Books,Male,58,254,5,1270
6838,2020-01-04 19:22:07.0000000,2020-01,Electronics,Male,61,405,4,1620
7493,2020-01-04 20:38:05.0000000,2020-01,Clothing,Female,70,47,1,47
12746,2020-01-04 20:58:55.0000000,2020-01,Clothing,Male,25,493,4,1972
11561,2020-01-04 21:14:34.0000000,2020-01,Clothing,Female,21,353,2,706
10652,2020-01-04 21:14:58.0000000,2020-01,Home,Female,45,106,5,530
16537,2020-01-04 21:28:45.0000000,2020-01,Books,Male,53,234,4,936
1560,2020-01-04 21:57:54.0000000,2020-01,Electronics,Male,35,284,2,568
6336,2020-01-04 22:21:04.0000000,2020-01,Books,Female,43,401,5,2005
969,2020-01-04 22:25:41.0000000,2020-01,Electronics,Male,46,83,2,166
16511,2020-01-04 22:31:58.0000000,2020-01,Home,Male,29,419,4,1676
13117,2020-01-04 22:47:50.0000000,2020-01,Electronics,Male,47,449,4,1796
749,2020-01-04 22:48:33.0000000,2020-01,Books,Female,52,209,2,418
18401,2020-01-04 23:05:03.0000000,2020-01,Clothing,Female,45,329,5,1645
3634,2020-01-04 23:15:51.0000000,2020-01,Electronics,Male,34,193,3,579
7611,2020-01-04 23:20:55.0000000,2020-01,Books,Female,45,208,1,208
14623,2020-01-04 23:59:43.0000000,2020-01,Books,Female,40,405,2,810
11259,2020-01-05 00:12:19.0000000,2020-01,Books,Male,64,218,2,436
19118,2020-01-05 00:22:29.0000000,2020-01,Books,Male,39,236,1,236
10789,2020-01-05 00:34:43.0000000,2020-01,Books,Female,54,276,3,828
7077,2020-01-05 01:05:53.0000000,2020-01,Electronics,Female,33,257,4,1028
18314,2020-01-05 01:18:09.0000000,2020-01,Electronics,Female,45,26,2,52
2108,2020-01-05 01:29:51.0000000,2020-01,Clothing,Male,56,44,5,220
5876,2020-01-05 01:35:06.0000000,2020-01,Books,Male,62,172,5,860
3874,2020-01-05 01:40:50.0000000,2020-01,Books,Female,49,202,2,404
16049,2020-01-05 02:29:27.0000000,2020-01,Clothing,Female,26,351,1,351
14690,2020-01-05 02:32:53.0000000,2020-01,Clothing,Female,54,258,5,1290
11369,2020-01-05 02:49:23.0000000,2020-01,Clothing,Female,45,281,4,1124
3864,2020-01-05 02:56:41.0000000,2020-01,Clothing,Male,32,401,1,401
5685,2020-01-05 03:50:34.0000000,2020-01,Clothing,Female,56,214,1,214
3759,2020-01-05 04:03:53.0000000,2020-01,Books,Male,60,147,2,294
626,2020-01-05 04:17:58.0000000,2020-01,Clothing,Male,49,238,2,476
16157,2020-01-05 04:25:07.0000000,2020-01,Clothing,Female,52,105,3,315
4018,2020-01-05 04:25:12.0000000,2020-01,Home,Female,21,58,5,290
19180,2020-01-05 04:29:37.0000000,2020-01,Books,Male,18,204,3,612
4934,2020-01-05 05:27:12.0000000,2020-01,Books,Female,61,387,5,1935
17603,2020-01-05 05:31:51.0000000,2020-01,Books,Male,47,363,3,1089
2534,2020-01-05 05:42:00.0000000,2020-01,Clothing,Female,21,52,5,260
2383,2020-01-05 06:03:08.0000000,2020-01,Clothing,Female,22,357,4,1428
19583,2020-01-05 06:32:04.0000000,2020-01,Electronics,Male,55,29,4,116
19404,2020-01-05 06:32:35.0000000,2020-01,Books,Female,28,277,4,1108
16471,2020-01-05 07:13:29.0000000,2020-01,Books,Male,56,471,1,471
7351,2020-01-05 07:16:12.0000000,2020-01,Books,Female,48,312,3,936
9598,2020-01-05 07:35:13.0000000,2020-01,Home,Female,31,421,1,421
11258,2020-01-05 07:50:36.0000000,2020-01,Home,Male,60,60,1,60
8338,2020-01-05 07:59:47.0000000,2020-01,Electronics,Male,65,186,5,930
11224,2020-01-05 08:09:19.0000000,2020-01,Electronics,Female,62,283,5,1415
18924,2020-01-05 08:49:42.0000000,2020-01,Home,Male,62,132,4,528
6696,2020-01-05 09:30:04.0000000,2020-01,Clothing,Male,30,352,5,1760
1217,2020-01-05 09:43:55.0000000,2020-01,Clothing,Male,52,139,5,695
4567,2020-01-05 09:47:09.0000000,2020-01,Electronics,Female,65,25,2,50
12482,2020-01-05 09:47:50.0000000,2020-01,Electronics,Male,48,481,5,2405
5869,2020-01-05 10:01:04.0000000,2020-01,Electronics,Female,25,85,1,85
14121,2020-01-05 10:43:51.0000000,2020-01,Books,Female,19,431,2,862
9896,2020-01-05 10:44:25.0000000,2020-01,Books,Male,63,141,1,141
1182,2020-01-05 11:11:34.0000000,2020-01,Home,Male,33,134,1,134
1056,2020-01-05 11:13:21.0000000,2020-01,Clothing,Male,51,465,2,930
6839,2020-01-05 12:06:54.0000000,2020-01,Books,Female,23,359,3,1077
6417,2020-01-05 12:18:35.0000000,2020-01,Clothing,Male,29,372,4,1488
9608,2020-01-05 12:33:37.0000000,2020-01,Electronics,Female,46,369,2,738
5329,2020-01-05 12:44:45.0000000,2020-01,Books,Male,31,369,3,1107
