,customer_id,purchase_date,product_category,product_price,quantity,payment_method,customer_age,gender
110,7125,2020-01-02 09:15:59,Home,432.00,3,Credit Card,40,Female
111,128,2020-01-02 09:38:40,Books,419.00,5,Credit Card,35,Male
112,8495,2020-01-02 09:49:40,Clothing,389.00,4,Credit Card,55,Male
113,4687,2020-01-02 09:52:49,Home,406.00,4,Crypto,24,Male
114,13536,2020-01-02 09:55:41,Home,483.00,1,Credit Card,19,Female
115,2621,2020-01-02 09:56:47,Clothing,247.00,4,Cash,55,Female
116,2529,2020-01-02 10:30:08,Clothing,182.00,4,Credit Card,63,Male
117,13353,2020-01-02 11:29:53,Clothing,54.00,2,Crypto,52,Female
118,3289,2020-01-02 12:00:02,Home,465.00,3,PayPal,43,Female
119,8245,2020-01-02 12:20:46,Books,47.00,1,Crypto,57,Male
120,2467,2020-01-02 12:39:17,Electronics,178.00,1,Credit Card,22,Male
121,1581,2020-01-02 12:59:38,Books,102.00,2,Credit Card,41,Male
122,6885,2020-01-02 13:48:21,Home,162.00,5,Cash,39,Male
123,11757,2020-01-02 13:56:39,Books,109.00,4,PayPal,42,Female
124,13554,2020-01-02 14:18:14,Clothing,399.00,1,Cash,57,Male
125,17928,2020-01-02 14:52:36,Electronics,296.00,3,Credit Card,67,Female
126,4441,2020-01-02 14:54:29,Clothing,108.00,2,Cash,31,Male
127,19866,2020-01-02 14:55:14,Clothing,285.00,1,Credit Card,66,Male
128,686,2020-01-02 16:34:24,Books,93.00,2,Cash,34,Female
129,3655,2020-01-02 17:13:08,Clothing,109.00,4,Credit Card,69,Male
130,12197,2020-01-02 17:47:34,Books,455.00,5,Credit Card,23,Female
131,4987,2020-01-02 18:06:45,Home,255.00,5,Credit Card,34,Male
132,7513,2020-01-02 18:11:29,Electronics,278.00,4,Credit Card,49,Female
133,10243,2020-01-02 18:18:16,Home,131.00,1,Crypto,61,Male
134,10510,2020-01-02 18:25:52,Home,400.00,5,PayPal,22,Female
135,2258,2020-01-02 18:27:25,Electronics,251.00,5,Credit Card,46,Female
136,17891,2020-01-02 18:36:35,Books,274.00,1,PayPal,49,Female
137,601,2020-01-02 18:59:38,Electronics,204.00,2,PayPal,51,Female
138,1930,2020-01-02 20:02:23,Clothing,43.00,3,PayPal,20,Female
139,1963,2020-01-02 20:42:42,Electronics,425.00,1,Credit Card,64,Male
140,9359,2020-01-02 21:10:53,Electronics,443.00,3,Credit Card,23,Male
141,9287,2020-01-02 21:16:44,Clothing,68.00,4,PayPal,22,Male
142,10123,2020-01-02 21:22:14,Books,416.00,3,Crypto,45,Female
143,217,2020-01-02 21:58:50,Home,106.00,4,Credit Card,28,Female
144,1166,2020-01-02 22:03:14,Home,11.00,4,PayPal,26,Female
145,19710,2020-01-02 22:47:36,Books,246.00,5,Crypto,31,Female
146,3222,2020-01-02 23:22:55,Books,433.00,5,PayPal,52,Male
147,742,2020-01-02 23:24:26,Clothing,377.00,5,Cash,27,Female
148,18893,2020-01-02 23:32:50,Books,109.00,3,PayPal,32,Male
149,473,2020-01-02 23:54:11,Books,270.00,2,Crypto,49,Male
150,13367,2020-01-02 23:55:37,Books,408.00,4,Credit Card,69,Female
151,1696,2020-01-03 00:08:29,Electronics,156.00,2,Credit Card,37,Male
152,13879,2020-01-03 00:17:50,Clothing,125.00,3,Cash,26,Female
153,4833,2020-01-03 00:18:19,Electronics,434.00,5,Credit Card,46,Male
154,17710,2020-01-03 01:24:13,Books,389.00,4,Credit Card,22,Female
155,10940,2020-01-03 01:28:11,Electronics,350.00,5,Cash,64,Female
156,17479,2020-01-03 01:47:10,Electronics,149.00,3,Credit Card,61,Male
157,12709,2020-01-03 02:00:33,Home,358.00,3,PayPal,69,Female
158,16763,2020-01-03 02:02:59,Clothing,131.00,3,Credit Card,30,Male
159,11668,2020-01-03 02:10:16,Electronics,171.00,4,Credit Card,60,Male
160,17930,2020-01-03 02:37:22,Books,246.00,5,Credit Card,23,Male
161,9721,2020-01-03 02:41:56,Home,97.00,4,Crypto,47,Female
162,10822,2020-01-03 02:54:27,Home,34.00,4,Crypto,49,Male
163,15886,2020-01-03 02:58:09,Home,297.00,4,Credit Card,52,Female
164,6459,2020-01-03 03:08:37,Electronics,441.00,2,Credit Card,68,Female
165,6424,2020-01-03 03:38:07,Clothing,83.00,5,PayPal,65,Male
166,1837,2020-01-03 03:40:53,Books,281.00,1,PayPal,38,Male
167,14535,2020-01-03 04:24:37,Books,198.00,4,Credit Card,33,Female
168,1698,2020-01-03 04:36:28,Books,276.00,1,Credit Card,42,Male
169,1581,2020-01-03 05:20:08,Electronics,240.00,4,Credit Card,41,Male
170,15941,2020-01-03 05:42:16,Books,343.00,2,PayPal,30,Female
171,19946,2020-01-03 05:42:36,Electronics,118.00,1,Cash,56,Female
172,8877,2020-01-03 06:13:56,Home,327.00,2,PayPal,56,Male
173,12879,2020-01-03 06:16:59,Books,389.00,2,Credit Card,49,Female
174,5908,2020-01-03 06:49:38,Home,248.00,5,PayPal,62,Female
175,3971,2020-01-03 07:07:52,Books,79.00,3,Credit Card,28,Male
176,8917,2020-01-03 07:12:51,Books,233.00,1,PayPal,40,Female
177,16780,2020-01-03 07:16:57,Clothing,61.00,2,Cash,55,Male
178,9403,2020-01-03 07:36:27,Clothing,36.00,3,Credit Card,22,Female
179,13839,2020-01-03 08:03:36,Books,211.00,4,PayPal,24,Male
180,3228,2020-01-03 08:06:55,Books,64.00,3,Credit Card,32,Female
181,18731,2020-01-03 08:08:25,Clothing,397.00,2,Credit Card,27,Male
182,17448,2020-01-03 08:09:25,Clothing,183.00,2,Credit Card,32,Female
183,14575,2020-01-03 08:16:51,Clothing,250.00,2,Credit Card,60,Male
184,16779,2020-01-03 08:30:04,Home,124.00,5,Credit Card,59,Female
185,10376,2020-01-03 09:46:47,Electronics,295.00,1,PayPal,65,Male
186,17514,2020-01-03 10:43:39,Clothing,435.00,3,PayPal,70,Male
187,14753,2020-01-03 11:10:31,Clothing,227.00,4,Cash,44,Female
188,13826,2020-01-03 11:16:24,Books,461.00,5,Credit Card,57,Female
189,6520,2020-01-03 11:59:20,Electronics,71.00,5,Credit Card,41,Female
190,7649,2020-01-03 12:17:08,Electronics,368.00,1,PayPal,25,Female
191,1131,2020-01-03 12:22:14,Books,167.00,1,PayPal,64,Female
192,3286,2020-01-03 12:32:46,Clothing,492.00,3,PayPal,40,Male
193,5937,2020-01-03 13:00:49,Home,498.00,1,PayPal,22,Male
194,289,2020-01-03 13:07:51,Clothing,423.00,4,Cash,31,Female
195,11751,2020-01-03 13:43:22,Clothing,60.00,3,Crypto,63,Male
196,3580,2020-01-03 14:03:34,Books,181.00,3,Credit Card,32,Female
197,16498,2020-01-03 14:05:39,Clothing,210.00,5,Credit Card,63,Female
198,7419,2020-01-03 14:35:04,Clothing,174.00,3,Cash,64,Male
199,15167,2020-01-03 14:38:41,Books,261.00,2,Credit Card,24,Female
200,2608,2020-01-03 14:45:01,Clothing,471.00,1,PayPal,53,Female
201,15056,2020-01-03 14:55:31,Books,57.00,1,Credit Card,60,Male
202,2242,2020-01-03 14:57:21,Electronics,427.00,3,PayPal,70,Female
203,11282,2020-01-03 15:12:15,Electronics,368.00,3,PayPal,41,Male
204,6543,2020-01-03 15:19:05,Electronics,463.00,3,Credit Card,49,Female
205,7588,2020-01-03 15:34:45,Home,461.00,5,PayPal,43,Male
206,11975,2020-01-03 15:40:01,Clothing,266.00,5,Cash,35,Male
207,19714,2020-01-03 15:51:16,Books,447.00,5,PayPal,46,Female
208,15222,2020-01-03 16:04:49,Home,159.00,5,Credit Card,45,Male
209,2425,2020-01-03 16:14:46,Electronics,473.00,4,PayPal,40,Male
210,8213,2020-01-03 17:19:27,Clothing,344.00,3,PayPal,32,Male
211,8258,2020-01-03 17:21:13,Books,52.00,2,Credit Card,52,Male
212,1135,2020-01-03 17:45:20,Books,361.00,3,Crypto,20,Male
213,7438,2020-01-03 18:27:40,Clothing,390.00,3,Credit Card,53,Female
214,5350,2020-01-03 18:59:25,Books,51.00,3,Credit Card,30,Male
215,14029,2020-01-03 19:01:50,Clothing,220.00,4,PayPal,44,Male
216,17950,2020-01-03 19:18:47,Electronics,410.00,4,Crypto,55,Female
217,11139,2020-01-03 19:47:50,Books,84.00,4,Credit Card,50,Male
218,7645,2020-01-03 20:09:16,Home,144.00,2,PayPal,58,Male
219,19103,2020-01-03 20:49:43,Electronics,42.00,3,PayPal,22,Female
220,19161,2020-01-03 20:50:47,Clothing,61.00,1,Credit Card,56,Female
221,17811,2020-01-03 21:02:49,Electronics,214.00,5,Cash,23,Male
222,1594,2020-01-03 21:09:45,Books,394.00,3,Credit Card,31,Female
223,16321,2020-01-03 21:27:17,Clothing,466.00,1,Credit Card,55,Female
224,18816,2020-01-03 21:44:50,Clothing,221.00,2,Cash,54,Female
225,7073,2020-01-03 21:44:59,Home,275.00,5,Credit Card,57,Female
226,17628,2020-01-03 21:55:14,Books,213.00,2,Crypto,67,Female
227,5289,2020-01-03 22:06:34,Books,218.00,3,Cash,37,Female
228,1047,2020-01-03 22:07:18,Books,354.00,5,Credit Card,27,Female
229,10837,2020-01-03 22:17:23,Clothing,198.00,1,PayPal,60,Male
230,15456,2020-01-03 22:25:07,Electronics,496.00,2,Credit Card,63,Male
231,13891,2020-01-03 23:28:45,Electronics,146.00,4,PayPal,20,Male
232,886,2020-01-03 23:42:16,Clothing,316.00,2,PayPal,60,Male
233,16080,2020-01-03 23:44:33,Home,336.00,1,Credit Card,28,Female
234,17701,2020-01-04 01:22:02,Clothing,49.00,2,Credit Card,25,Male
235,14703,2020-01-04 01:22:15,Clothing,266.00,5,PayPal,35,Male
236,1565,2020-01-04 01:31:05,Electronics,383.00,1,Credit Card,19,Male
237,9415,2020-01-04 02:11:55,Home,117.00,1,Credit Card,70,Male
238,11387,2020-01-04 02:17:12,Books,242.00,2,Cash,36,Male
239,16495,2020-01-04 02:32:58,Electronics,154.00,1,Crypto,67,Male
240,5189,2020-01-04 02:50:17,Books,60.00,5,Credit Card,42,Female
241,7094,2020-01-04 03:15:29,Electronics,303.00,3,Cash,58,Female
242,5487,2020-01-04 03:29:01,Clothing,479.00,2,Credit Card,42,Female
243,15847,2020-01-04 03:51:12,Books,496.00,3,Credit Card,62,Female
244,19556,2020-01-04 04:40:43,Electronics,11.00,5,Credit Card,34,Female
245,18342,2020-01-04 04:43:37,Home,113.00,5,Credit Card,70,Female
246,19879,2020-01-04 04:48:05,Clothing,403.00,1,PayPal,27,Male
247,7730,2020-01-04 04:57:13,Books,434.00,1,PayPal,69,Female
248,267,2020-01-04 04:58:46,Books,45.00,4,PayPal,51,Female
249,12820,2020-01-04 04:58:50,Books,326.00,4,Credit Card,27,Female
250,10382,2020-01-04 05:11:33,Home,363.00,2,Cash,31,Male
251,143,2020-01-04 05:40:46,Books,103.00,4,PayPal,42,Male
252,13664,2020-01-04 06:01:53,Home,252.00,2,PayPal,68,Female
253,16198,2020-01-04 06:16:41,Home,368.00,2,Crypto,59,Male
254,7458,2020-01-04 06:26:58,Clothing,473.00,1,Credit Card,26,Female
255,12989,2020-01-04 06:29:20,Electronics,396.00,4,Crypto,37,Female
256,1486,2020-01-04 06:31:20,Clothing,76.00,4,Credit Card,24,Female
257,18769,2020-01-04 06:37:58,Clothing,282.00,4,Credit Card,52,Male
258,5850,2020-01-04 07:02:26,Clothing,22.00,3,Credit Card,61,Male
259,10882,2020-01-04 07:38:25,Home,469.00,4,PayPal,56,Female
260,11468,2020-01-04 07:45:39,Books,78.00,2,Cash,58,Male
261,16043,2020-01-04 07:58:12,Books,400.00,1,PayPal,26,Male
262,15385,2020-01-04 08:24:55,Clothing,253.00,1,Cash,39,Male
263,16006,2020-01-04 08:25:25,Books,483.00,3,Credit Card,37,Female
264,1278,2020-01-04 08:50:46,Clothing,118.00,4,Cash,65,Female
265,3104,2020-01-04 08:51:57,Books,417.00,4,Cash,55,Female
266,12618,2020-01-04 09:09:04,Clothing,119.00,5,Credit Card,66,Male
267,119,2020-01-04 09:42:02,Books,142.00,4,Credit Card,55,Male
268,15330,2020-01-04 09:47:54,Clothing,253.00,1,Credit Card,52,Male
269,4262,2020-01-04 10:27:05,Books,112.00,4,Credit Card,32,Male
270,605,2020-01-04 11:39:04,Electronics,299.00,4,PayPal,29,Male
271,10186,2020-01-04 12:33:12,Clothing,214.00,1,Cash,50,Male
272,16417,2020-01-04 12:43:39,Electronics,352.00,3,Credit Card,18,Male
273,7188,2020-01-04 12:50:03,Books,307.00,2,Credit Card,45,Female
274,9143,2020-01-04 13:31:18,Books,151.00,1,PayPal,58,Female
275,16864,2020-01-04 13:44:08,Electronics,40.00,3,Credit Card,63,Female
276,11573,2020-01-04 14:26:02,Electronics,150.00,1,PayPal,51,Male
277,19128,2020-01-04 14:34:22,Clothing,120.00,4,Crypto,36,Female
278,16977,2020-01-04 14:44:40,Electronics,279.00,5,Cash,38,Female
279,13336,2020-01-04 14:47:15,Home,477.00,2,PayPal,22,Female
280,9025,2020-01-04 15:25:54,Clothing,448.00,4,Crypto,57,Male
281,10793,2020-01-04 16:06:44,Books,56.00,5,Cash,47,Female
282,19413,2020-01-04 16:29:07,Electronics,28.00,4,PayPal,31,Female
283,13561,2020-01-04 17:54:07,Books,407.00,1,Credit Card,44,Female
284,17817,2020-01-04 18:55:50,Clothing,107.00,3,Cash,35,Male
285,11167,2020-01-04 19:10:34,Clothing,115.00,1,Credit Card,31,Male
286,16159,2020-01-04 19:20:59,Books,254.00,5,PayPal,58,Male
287,6838,2020-01-04 19:22:07,Electronics,405.00,4,PayPal,61,Male
288,7493,2020-01-04 20:38:05,Clothing,47.00,1,PayPal,70,Female
289,12746,2020-01-04 20:58:55,Clothing,493.00,4,Cash,25,Male
290,11561,2020-01-04 21:14:34,Clothing,353.00,2,Cash,21,Female
291,10652,2020-01-04 21:14:58,Home,106.00,5,PayPal,45,Female
292,16537,2020-01-04 21:28:45,Books,234.00,4,PayPal,53,Male
293,1560,2020-01-04 21:57:54,Electronics,284.00,2,Cash,35,Male
294,6336,2020-01-04 22:21:04,Books,401.00,5,Cash,43,Female
295,969,2020-01-04 22:25:41,Electronics,83.00,2,Credit Card,46,Male
296,16511,2020-01-04 22:31:58,Home,419.00,4,Cash,29,Male
297,13117,2020-01-04 22:47:50,Electronics,449.00,4,Crypto,47,Male
298,749,2020-01-04 22:48:33,Books,209.00,2,Credit Card,52,Female
299,18401,2020-01-04 23:05:03,Clothing,329.00,5,PayPal,45,Female
300,3634,2020-01-04 23:15:51,Electronics,193.00,3,Cash,34,Male
301,7611,2020-01-04 23:20:55,Books,208.00,1,Cash,45,Female
302,14623,2020-01-04 23:59:43,Books,405.00,2,PayPal,40,Female
303,11259,2020-01-05 00:12:19,Books,218.00,2,Crypto,64,Male
304,19118,2020-01-05 00:22:29,Books,236.00,1,PayPal,39,Male
305,10789,2020-01-05 00:34:43,Books,276.00,3,Credit Card,54,Female
306,7077,2020-01-05 01:05:53,Electronics,257.00,4,PayPal,33,Female
307,18314,2020-01-05 01:18:09,Electronics,26.00,2,PayPal,45,Female
308,2108,2020-01-05 01:29:51,Clothing,44.00,5,Crypto,56,Male
309,5876,2020-01-05 01:35:06,Books,172.00,5,Credit Card,62,Male
310,3874,2020-01-05 01:40:50,Books,202.00,2,PayPal,49,Female
311,16049,2020-01-05 02:29:27,Clothing,351.00,1,Credit Card,26,Female
312,14690,2020-01-05 02:32:53,Clothing,258.00,5,Crypto,54,Female
313,11369,2020-01-05 02:49:23,Clothing,281.00,4,Crypto,45,Female
314,3864,2020-01-05 02:56:41,Clothing,401.00,1,Crypto,32,Male
315,5685,2020-01-05 03:50:34,Clothing,214.00,1,Credit Card,56,Female
316,3759,2020-01-05 04:03:53,Books,147.00,2,Credit Card,60,Male
317,626,2020-01-05 04:17:58,Clothing,238.00,2,Credit Card,49,Male
318,16157,2020-01-05 04:25:07,Clothing,105.00,3,Credit Card,52,Female
319,4018,2020-01-05 04:25:12,Home,58.00,5,Credit Card,21,Female
320,19180,2020-01-05 04:29:37,Books,204.00,3,PayPal,18,Male
321,4934,2020-01-05 05:27:12,Books,387.00,5,Credit Card,61,Female
322,17603,2020-01-05 05:31:51,Books,363.00,3,Credit Card,47,Male
323,2534,2020-01-05 05:42:00,Clothing,52.00,5,PayPal,21,Female
324,2383,2020-01-05 06:03:08,Clothing,357.00,4,Credit Card,22,Female
325,19583,2020-01-05 06:32:04,Electronics,29.00,4,PayPal,55,Male
326,19404,2020-01-05 06:32:35,Books,277.00,4,Credit Card,28,Female
327,16471,2020-01-05 07:13:29,Books,471.00,1,PayPal,56,Male
328,7351,2020-01-05 07:16:12,Books,312.00,3,Credit Card,48,Female
329,9598,2020-01-05 07:35:13,Home,421.00,1,Credit Card,31,Female
330,11258,2020-01-05 07:50:36,Home,60.00,1,Credit Card,60,Male
331,8338,2020-01-05 07:59:47,Electronics,186.00,5,PayPal,65,Male
332,11224,2020-01-05 08:09:19,Electronics,283.00,5,PayPal,62,Female
333,18924,2020-01-05 08:49:42,Home,132.00,4,PayPal,62,Male
334,6696,2020-01-05 09:30:04,Clothing,352.00,5,Credit Card,30,Male
335,1217,2020-01-05 09:43:55,Clothing,139.00,5,Credit Card,52,Male
336,4567,2020-01-05 09:47:09,Electronics,25.00,2,PayPal,65,Female
337,12482,2020-01-05 09:47:50,Electronics,481.00,5,PayPal,48,Male
338,5869,2020-01-05 10:01:04,Electronics,85.00,1,Credit Card,25,Female
339,14121,2020-01-05 10:43:51,Books,431.00,2,PayPal,19,Female
340,9896,2020-01-05 10:44:25,Books,141.00,1,Crypto,63,Male
341,1182,2020-01-05 11:11:34,Home,134.00,1,Credit Card,33,Male
342,1056,2020-01-05 11:13:21,Clothing,465.00,2,Credit Card,51,Male
343,6839,2020-01-05 12:06:54,Books,359.00,3,PayPal,23,Female
344,6417,2020-01-05 12:18:35,Clothing,372.00,4,Cash,29,Male
345,9608,2020-01-05 12:33:37,Electronics,369.00,2,Credit Card,46,Female
346,5329,2020-01-05 12:44:45,Books,369.00,3,Cash,31,Male
347,3268,2020-01-05 12:50:14,Electronics,163.00,3,Cash,68,Female
348,7323,2020-01-05 12:53:41,Clothing,272.00,4,PayPal,46,Female
349,12701,2020-01-05 12:58:41,Books,193.00,3,Cash,28,Female
350,9625,2020-01-05 13:03:16,Clothing,28.00,5,Cash,25,Male
351,3968,2020-01-05 13:20:03,Clothing,32.00,3,Credit Card,34,Female
352,14147,2020-01-05 13:44:52,Home,284.00,3,PayPal,50,Female
353,15889,2020-01-05 13:54:10,Electronics,471.00,3,PayPal,31,Male
354,14741,2020-01-05 14:06:59,Books,30.00,2,Credit Card,65,Male
355,7001,2020-01-05 14:07:03,Home,337.00,3,Crypto,52,Male
356,9334,2020-01-05 14:28:52,Home,452.00,3,Credit Card,53,Male
357,17737,2020-01-05 14:48:06,Electronics,406.00,3,Credit Card,63,Male
358,11929,2020-01-05 15:34:45,Clothing,420.00,5,Cash,40,Female
359,702,2020-01-05 15:52:27,Home,163.00,4,Cash,27,Male
360,13310,2020-01-05 16:00:11,Clothing,106.00,5,Crypto,42,Male
361,10641,2020-01-05 16:10:45,Electronics,233.00,3,Cash,60,Female
362,10127,2020-01-05 16:19:31,Home,164.00,4,Cash,39,Female
363,15523,2020-01-05 16:23:58,Home,223.00,2,Crypto,34,Female
